seine_id,survey_id,set_number,set_type,time_searching,set_time,lat,lon,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,preservation_status,collection_protocol,fish_retained,seine_comments,survey_date,site_id,region,zone,site_name,crew,precip,cloud_cover,sea_state,wind_speed,wind_direction,tide_state,survey_time_start,survey_time_end,ctd_cast_id,zoop_sample_id,secchi,net_sets,survey_type,survey_comments,sampling_week
DN335,DE235,NA,NA,23,05:49:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,Too sparse to target,2015-07-06,D07,DI,C,Hoskyn Channel,"Brett Johnson, Luke Rogers, Kristi Inman",none,25,0,0.1-5,N,NA,NA,NA,NA,NA,NA,0,standard,Too sparse to target,July 6
DN336,DE236,1,targeted,0,06:56:00,50.30641,-125.31584,4,4,0,0,10,50,0,0,7,7,NA,NA,1,SEMSP,Yes,NA,2015-07-06,D09,DI,C,Okisollo Channel,"Brett Johnson, Luke Rogers, Kristi Inman",none,25,0,0,NA,NA,NA,NA,NA,QPK1071,11.3,1,standard,NA,July 6
DN337,DE237,1,targeted,8,08:43:00,50.34825,-125.44895,23,23,10,100,10,400,0,0,0,0,NA,NA,1,SEMSP,Yes,NA,2015-07-06,D11,DI,NA,Turn Island,"Brett Johnson, Luke Rogers, Kristi Inman",none,50,1,0.1-5,N,NA,NA,NA,NA,QPK1072,11.6,1,standard,NA,July 6
DN338,DE238,1,targeted,11,11:46:00,50.34797,-125.45584,17,18,10,50,10,500,0,0,0,0,NA,NA,1,SEMSP,Yes,NA,2015-07-07,D11,DI,NA,Turn Island,"Brett Johnson, Luke Rogers, Kristi Inman",none,50,1,0.1-5,W,NA,NA,NA,NA,QPK1073,12.9,1,standard,NA,July 6
DN339,DE239,2,targeted,18,14:13:00,50.3079,-125.32955,5,5,10,100,10,100,0,0,3,3,NA,NA,1,SEMSP,Yes,NA,2015-07-07,D09,DI,C,Okisollo Channel,"Brett Johnson, Luke Rogers, Kristi Inman",none,25,0,0.1-5,E,NA,NA,NA,NA,QPK1074,11.4,2,standard,NA,July 6
DN340,DE240,1,targeted,16,06:50:00,50.30717,-125.33303,30,200,1,1,8,10,0,0,0,0,NA,NA,1,SEMSP,Yes,Sockeye very small,2015-07-14,D09,DI,C,Okisollo Channel,"Brett Johnson, Luke Rogers, Kristi Inman",none,50,0,0,NA,NA,NA,NA,NA,QPK1075,10,1,standard,Sockeye very small,July 13
DN341,DE241,1,targeted,26,09:33:00,50.34811,-125.454,5,5,10,200,10,300,0,0,1,1,NA,NA,1,SEMSP,Yes,72 training fish taken recorded as morts,2015-07-14,D11,DI,NA,Turn Island,"Brett Johnson, Luke Rogers, Kristi Inman",none,25,1,0.1-5,W,NA,NA,NA,NA,QPK1076,15.8,1,standard,NA,July 13
JN200,JE100,1,targeted,30,07:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-05-20,J03,JS,N,Cracroft Point,"Sean Godwin, Donnah MacKinnon, Dylan Smyth",light,100,0,0.1-5,NW,NA,NA,NA,NA,NA,NA,1,standard,NA,May 19
JN201,JE101,1,targeted,10,09:50:00,50.50535,-126.24163,30,300,1,1,10,20,6,6,4,4,NA,NA,0,SEMSP,Yes,fish not labelled in order,2015-05-20,J05,JS,N,Stimpson Point,"Sean Godwin, Donnah MacKinnon, Dylan Smyth",light,100,2,5-10,NW,NA,NA,NA,NA,JSPK1001,13.2,1,standard,NA,May 19
JN202,JE102,2,targeted,10,06:20:00,50.47479,-126.03259,30,100,0,0,10,30,3,3,0,0,NA,NA,0,SEMSP,Yes,NA,2015-05-21,J06,JS,N,Blenkinsop Bay,"Sean Godwin, Brendan Connors, Carson White",none,100,2,5-10,NW,NA,NA,NA,NA,JSPK1002,10.5,2,standard,NA,May 19
JN203,JE103,2,targeted,90,13:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-05-21,J04,JS,N,Forward Bay,"Sean Godwin, Donnah MacKinnon, Carson White",none,100,3,5-10,NW,NA,NA,NA,NA,NA,NA,2,standard,NA,May 19
JN204,JE104,1,targeted,1,06:40:00,50.45614,-126.11933,30,600,0,0,1,1,4,4,0,0,NA,NA,0,SEMSP,Yes,NA,2015-05-22,J07,JS,S,South Mouth,"Sean Godwin, Dylan Smyth, Carson White",none,100,2,0.1-5,NW,NA,NA,NA,NA,JSPK1003,14.6,1,standard,NA,May 19
JN205,JE105,2,targeted,3,09:40:00,50.48078,-126.41037,30,150,0,0,3,3,10,150,0,0,NA,NA,0,SEMSP,Yes,NA,2015-05-22,J08,JS,S,Naka Creek,"Sean Godwin, Carson White, Dylan Smyth",none,100,2,5-10,NW,NA,NA,NA,NA,JSPK1004,14.9,2,standard,NA,May 19
JN206,JE106,4,targeted,10,13:50:00,50.52222,-126.39167,30,150,0,0,2,2,10,10,1,1,NA,NA,0,SEMSP,Yes,NA,2015-05-22,J04,JS,N,Forward Bay,"Sean Godwin, Carson White, Dylan Smyth",none,75,2,10-15,NW,NA,NA,NA,NA,JSPK1005,12.8,4,standard,NA,May 19
JN207,JE107,2,targeted,0,06:00:00,50.54648,-126.67096,30,300,0,0,0,0,0,0,0,0,NA,NA,0,SEMSP,Yes,"all fish samples labelled ""J0CP"" for now, will need to be hanged once site name confirmed J03",2015-05-23,J03,JS,N,Cracroft Point,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,0,0,NW,NA,NA,NA,NA,JSPK1006,13.5,2,standard,NA,May 26
JN208,JE108,2,targeted,0,09:00:00,50.54039,-126.78096,30,200,0,0,10,25,8,8,5,5,NA,NA,0,SEMSP,Yes,NA,2015-05-23,J09,JS,S,Blinkhorn Peninsula,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1007,15.1,2,standard,NA,May 26
JN209,JE109,3,targeted,0,12:35:00,50.55787,-126.73532,30,1200,0,0,10,20,0,0,0,0,NA,NA,0,SEMSP,Yes,NA,2015-05-23,J10,JS,N,Hanson South,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,25,2,5-10,NW,NA,NA,NA,NA,JSPK1008,15.3,3,standard,NA,May 26
JN210,JE110,2,targeted,1,06:25:00,50.60101,-126.70394,30,400,0,0,7,7,1,1,0,0,NA,NA,1,SEMSP,Yes,NA,2015-05-24,J02,JS,N,Swanson Island,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,1,0.1-5,W,NA,NA,NA,NA,JSPK1009,11,2,standard,NA,May 26
JN211,JE111,NA,NA,60,13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-05-24,J01,JS,N,Hanson North,"Sean Godwin, Mack Barlett, Samantha Crowley",none,75,2,5-10,NW,NA,NA,NA,NA,NA,NA,0,standard,NA,May 26
JN212,JE112,1,targeted,5,14:00:00,50.47696,-126.0273,30,400,0,0,2,2,0,0,0,0,NA,NA,1,SEMSP,Yes,NA,2015-05-24,J06,JS,N,Blenkinsop Bay,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,25,3,15-20,SW,NA,NA,NA,NA,JSPK1010,8.9,1,standard,NA,May 26
JN213,JE113,1,targeted,1,05:40:00,50.49853,-126.21348,30,300,0,0,10,150,0,0,4,4,NA,NA,1,SEMSP,Yes,NA,2015-05-25,J05,JS,N,Stimpson Point,"Sean Godwin, Chris Guinchard, Samantha Crowley",light,100,2,5-10,SW,NA,NA,NA,NA,JSPK1011,10.9,1,standard,NA,May 26
JN214,JE114,1,targeted,70,09:50:00,50.52363,-126.39046,30,800,2,2,10,50,4,4,0,0,NA,NA,1,SEMSP,Yes,NA,2015-05-25,J04,JS,N,Forward Bay,"Sean Godwin, Chris Guinchard, Samantha Crowley",none,100,2,5-10,SW,NA,NA,NA,NA,JSPK1012,11.3,1,standard,NA,May 26
JN215,JE115,1,targeted,25,13:00:00,50.48103,-126.41291,30,40,0,0,10,15,1,1,3,3,NA,NA,1,SEMSP,Yes,NA,2015-05-25,J08,JS,S,Naka Creek,"Sean Godwin, Chris Guinchard, Samantha Crowley",none,100,2,5-10,W,NA,NA,NA,NA,JSPK1013,13.3,1,standard,NA,May 26
JN216,JE116,1,targeted,1,05:45:00,50.45622,-126.11838,30,1000,0,0,10,200,1,1,5,5,NA,NA,1,SEMSP,Yes,"unknown salmonid bycatch not sockeye, chum, pink, coho, or chinook",2015-05-26,J07,JS,S,South Mouth,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,100,2,0.1-5,NW,NA,NA,NA,NA,JSPK1014,15.5,1,standard,NA,May 26
JN217,JE117,2,targeted,1,09:35:00,50.54672,-126.67256,30,1000,0,0,10,30,1,1,0,0,NA,NA,1,SEMSP,Yes,NA,2015-05-26,J03,JS,N,Cracroft Point,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,75,1,0.1-5,NW,NA,NA,NA,NA,JSPK1015,13,2,standard,NA,May 26
JN218,JE118,1,targeted,2,12:55:00,50.53989,-126.78256,30,1500,1,1,10,100,0,0,1,1,NA,NA,1,SEMSP,Yes,NA,2015-05-26,J09,JS,S,Blinkhorn Peninsula,"Sean Godwin, Mack Bartlett, Chris Guinchard",none,75,1,5-10,W,NA,NA,NA,NA,JSPK1016,16.9,1,standard,NA,May 26
JN219,JE119,1,targeted,40,06:00:00,50.55951,-126.75326,30,100,0,0,10,30,10,20,0,0,NA,NA,1,SEMSP,Yes,NA,2015-05-27,J10,JS,N,Hanson South,"Lauren Portner, Carson White, Dylan Smyth",none,100,0,0.1-5,SW,NA,NA,NA,NA,JSPK1017,12.2,1,standard,NA,May 26
JN220,JE120,NA,NA,80,09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-05-27,J02,JS,N,Swanson Island,"Lauren Portner, Carson White, Dylan Smyth",none,100,0,0.1-5,S,NA,NA,NA,NA,NA,NA,0,standard,NA,May 26
JN221,JE121,NA,NA,90,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-05-27,J01,JS,N,Hanson North,"Lauren Portner, Carson White, Dylan Smyth",none,100,0,0,S,NA,NA,NA,NA,NA,NA,0,standard,NA,May 26
JN222,JE122,2,targeted,10,13:15:00,50.53957,-126.7781,30,2000,0,0,10,200,6,10,2,3,NA,NA,1,SEMSP,Yes,small hole in the bunt. Lots of fish escaped. May have been more herring and coho originally. School > 2000,2015-05-27,J09,JS,S,Blinkhorn Peninsula,"Lauren Portner, Carson White, Dylan Smyth",none,100,1,5-10,NW,NA,NA,NA,NA,JSPK1018,12.2,2,standard,NA,May 26
JN223,JE123,3,targeted,70,05:35:00,50.57078,-126.70066,30,1000,0,0,10,200,2,10,1,10,NA,NA,1,SEMSP,Yes,NA,2015-05-28,J01,JS,N,Hanson North,"Carson White, Lauren Portner, Katie Chan",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1019,13,3,standard,NA,May 26
JN224,JE124,NA,NA,60,10:10:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,"fish not at depth, close to beach",2015-05-28,J05,JS,N,Stimpson Point,"Carson White, Lauren Portner, Katie Chan",none,100,3,10-15,NW,NA,NA,NA,NA,NA,NA,0,standard,"fish not at depth, close to beach",May 26
JN225,JE125,NA,NA,150,12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,"fish not at depth, close to beach",2015-05-28,J06,JS,N,Blenkinsop Bay,"Carson White, Lauren Portner, Katie Chan",none,25,4,15-20,NW,NA,NA,NA,NA,NA,NA,0,standard,"fish not at depth, close to beach",May 26
JN226,JE126,1,targeted,85,06:55:00,50.4838,-126.01069,30,40,0,0,10,200,1,1,6,10,NA,NA,1,SEMSP,Yes,NA,2015-05-29,J06,JS,N,Blenkinsop Bay,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1020,5.5,1,standard,NA,May 26
JN227,JE127,1,targeted,150,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,"one net set, no fish caught",2015-05-29,J05,JS,N,Stimpson Point,"Lauren Portner, Katie Chan, Dylan Smyth",none,0,4,15-20,NW,NA,NA,NA,NA,NA,NA,1,standard,"one net set, no fish caught",May 26
JN228,JE128,2,targeted,45,06:30:00,50.50733,-126.24336,30,300,0,0,10,300,1,1,0,0,NA,NA,1,SEMSP,Yes,NA,2015-05-30,J05,JS,N,Stimpson Point,"Lauren Portner, Carson White, Dylan Smyth",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1021,11.1,2,standard,NA,June 2
JN229,JE129,3,targeted,60,09:25:00,50.45679,-126.16458,30,600,0,0,10,400,4,4,5,5,NA,NA,1,SEMSP,Yes,NA,2015-05-30,J07,JS,S,South Mouth,"Lauren Portner, Carson White, Dylan Smyth",none,100,1,0.1-5,NA,NA,NA,NA,NA,JSPK1022,10.3,3,standard,NA,June 2
JN230,JE130,NA,NA,120,12:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,net not set because no fish,2015-05-30,J04,JS,N,Forward Bay,"Lauren Portner, Carson White, Dylan Smyth",none,0,3,10-15,NW,NA,NA,NA,NA,NA,NA,0,standard,net not set because no fish,June 2
JN231,JE131,1,targeted,5,15:05:00,50.48405,-126.3987,30,1000,1,10,10,300,1,1,10,20,NA,NA,1,SEMSP,Yes,NA,2015-05-30,J08,JS,S,Naka Creek,"Lauren Portner, Carson White, Dylan Smyth",none,0,4,10-15,NW,NA,NA,NA,NA,JSPK1023,7.5,1,standard,NA,June 2
JN232,JE132,1,targeted,90,06:45:00,50.52152,-126.40028,30,100,0,0,10,200,0,0,3,3,NA,NA,1,SEMSP,Yes,NA,2015-05-31,J04,JS,N,Forward Bay,"Lauren Portner, Katie Chan, Carson White",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1024,8.1,1,standard,NA,June 2
JN233,JE133,1,targeted,30,09:45:00,50.54605,-126.66218,30,400,0,0,10,200,0,0,10,20,NA,NA,1,SEMSP,Yes,NA,2015-05-31,J03,JS,N,Cracroft Point,"Lauren Portner, Katie Chan, Carson White",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1025,5.5,1,standard,NA,June 2
JN234,JE134,1,targeted,15,12:30:00,50.53808,-126.77494,30,400,0,0,10,100,1,1,0,0,NA,NA,1,SEMSP,Yes,NA,2015-05-31,J09,JS,S,Blinkhorn Peninsula,"Lauren Portner, Katie Chan, Carson White",none,50,0,0.1-5,NW,NA,NA,NA,NA,JSPK1026,7.6,1,standard,NA,June 2
JN235,JE135,NA,NA,120,15:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,fish not at depth,2015-05-31,J10,JS,N,Hanson South,"Lauren Portner, Katie Chan, Carson White",none,0,2,5-10,NW,NA,NA,NA,NA,NA,NA,0,standard,fish not at depth,June 2
JN236,JE136,1,targeted,10,05:30:00,50.60051,-126.70319,30,400,0,0,5,10,0,0,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-01,J02,JS,N,Swanson Island,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,1,0,NA,NA,NA,NA,NA,JSPK1027,6.1,1,standard,NA,June 2
JN237,JE137,1,targeted,110,07:40:00,50.57871,-126.72129,25,25,1,1,10,300,5,5,1,1,NA,NA,1,SEMSP,Yes,NA,2015-06-01,J01,JS,N,Hanson North,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1028,10.9,1,standard,NA,June 2
JN238,JE138,1,targeted,15,12:30:00,50.55853,-126.73145,30,300,2,10,10,100,4,4,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-01,J10,JS,N,Hanson South,"Lauren Portner, Katie Chan, Dylan Smyth",none,100,0,0.1-5,NW,NA,NA,NA,NA,JSPK1029,9.1,1,standard,NA,June 2
JN239,JE139,1,targeted,25,05:20:00,50.50763,-126.24218,30,200,0,0,10,600,3,5,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-02,J05,JS,N,Stimpson Point,"Carson White, Donnah MacKinnon, Lauren Portner",light,100,1,0-5,NW,NA,NA,NA,NA,JSPK1030,12.1,1,standard,NA,June 2
JN240,JE140,1,targeted,25,08:25:00,50.45649,-126.16619,30,500,2,10,10,500,0,0,5,5,NA,NA,1,SEMSP,Yes,NA,2015-06-02,J07,JS,S,South Mouth,"Carson White, Donnah MacKinnon, Lauren Portner",none,100,1,0.1-5,NW,NA,NA,NA,NA,JSPK1031,11.7,1,standard,NA,June 2
JN241,JE141,1,targeted,20,11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,snagged net on bottom- no fish. strong current dragged us into the shallows,2015-06-02,J06,JS,N,Blenkinsop Bay,"Carson White, Donnah MacKinnon, Lauren Portner",none,0,3,5-10,NW,NA,NA,NA,NA,NA,NA,1,standard,snagged net on bottom- no fish. strong current dragged us into the shallows,June 2
JN242,JE142,1,targeted,75,06:15:00,50.48189,-126.01128,30,100,0,0,10,100,0,0,3,3,NA,NA,1,SEMSP,Yes,NA,2015-06-03,J06,JS,N,Blenkinsop Bay,"Carson White, Katie Chan, Lauren Portner",none,100,1,5-10,NW,NA,NA,NA,NA,JSPK1032,10.2,1,standard,NA,June 2
JN243,JE143,1,targeted,0,10:15:00,50.48072,-126.40915,30,15000,0,0,10,2000,0,0,0,1,NA,NA,1,SEMSP,Yes,"could not find herring again because too many fish; unsure of herring, pink, and coho numbers because too many fish",2015-06-03,J08,JS,S,Naka Creek,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,75,1,0.1-5,NW,NA,NA,NA,NA,JSPK1033,10.7,1,standard,"could not find herring again because too many fish; unsure of herring, pink, and coho numbers because too many fish",June 2
JN244,JE144,NA,NA,90,12:32:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-06-03,J04,JS,N,Forward Bay,"Sean Godwin, Mack Bartlett, Samantha Crowley",light,75,3,5-10,SW,NA,NA,NA,NA,NA,NA,0,standard,NA,June 2
JN245,JE145,1,targeted,1,14:55:00,50.53944,-126.78254,30,100,0,0,10,200,0,0,5,5,NA,NA,1,SEMSP,Yes,NA,2015-06-03,J09,JS,S,Blinkhorn Peninsula,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,75,1,0.1-5,W,NA,NA,NA,NA,JSPK1034,9.6,1,standard,NA,June 2
JN246,JE146,1,targeted,30,06:30:00,50.52232,-126.39556,30,300,0,0,10,500,0,0,2,2,NA,NA,1,SEMSP,Yes,"labeled CU5 is actually CU4; CU6 is CU5; CU7 is CU6; CU8 is CU7; CU9 is CU8, CU10 is CU9, CU4 is CU10",2015-06-04,J04,JS,N,Forward Bay,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,50,1,0.1-5,SW,NA,NA,NA,NA,JSPK1035,10.6,1,standard,NA,June 2
JN247,JE147,1,targeted,50,10:00:00,50.54216,-126.63511,30,200,7,7,10,300,0,0,10,15,NA,NA,1,SEMSP,Yes,31 Sockeye taken by accident. One possibly without label,2015-06-04,J03,JS,N,Cracroft Point,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,25,1,0.1-5,SW,NA,NA,NA,NA,JSPK1036,10.8,1,standard,NA,June 2
JN248,JE148,3,targeted,50,13:40:00,50.5956,-126.69022,30,300,1,1,10,300,6,6,0,0,NA,NA,1,SEMSP,Yes,"CO-03, CO-05, CO-06 did not have white-tipped anal fin. Probably a chinook, but no black gums. Not chum, pink or sockeye. Check species ID in lab.",2015-06-04,J02,JS,N,Swanson Island,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,1,0.1-5,NW,NA,NA,NA,NA,JSPK1037,16.2,3,standard,NA,June 2
JN249,JE149,1,targeted,5,05:25:00,50.55855,-126.73248,30,300,0,0,10,200,1,1,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-05,J10,JS,N,Hanson South,"Sean Godwin, Samantha Crowley, Donnah MacKinnon",none,25,1,0.1-5,SW,NA,NA,NA,NA,JSPK1038,13.4,1,standard,NA,June 2
JN250,JE150,1,targeted,2,08:20:00,50.56784,-126.69728,30,1000,3,3,10,400,3,3,2,2,NA,NA,1,SEMSP,Yes,NA,2015-06-05,J01,JS,N,Hanson North,"Sean Godwin, Samantha Crowley, Donnah MacKinnon",none,25,1,0.1-5,NE,NA,NA,NA,NA,JSPK1039,14,1,standard,NA,June 2
JN251,JE151,NA,NA,15,05:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-06-06,J05,JS,N,Stimpson Point,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,3,5-10,SW,NA,NA,NA,NA,NA,NA,0,standard,NA,June 9
JN252,JE152,1,targeted,20,06:20:00,50.45987,-126.16961,30,100,3,3,10,100,0,0,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-06,J07,JS,S,South Mouth,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,100,2,5-10,N,NA,NA,NA,NA,JSPK1040,13.6,1,standard,Ipad forms won't open- error message (note after data entry: ipad form fixed and submitted),June 9
JN253,JE153,1,targeted,10,08:25:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,NA,2015-06-06,J06,JS,N,Blenkinsop Bay,"Sean Godwin, Mack Bartlett, Samantha Crowley",none,25,3,10-15,NW,NA,NA,NA,NA,NA,NA,1,standard,NA,June 9
JN254,JE154,1,targeted,5,05:05:00,50.47794,-126.02803,30,100,0,0,10,200,4,4,2,2,NA,NA,1,SEMSP,Yes,"CO-03 might be a chinook, make sure to check ID in lab",2015-06-07,J06,JS,N,Blenkinsop Bay,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,2,5-10,SW,NA,NA,NA,NA,JSPK1041,12.2,1,standard,NA,June 9
JN255,JE155,1,targeted,10,07:45:00,50.49983,-126.20581,30,300,0,0,10,300,1,1,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-07,J05,JS,N,Stimpson Point,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,1,0.1-5,SW,NA,NA,NA,NA,JSPK1042,13.4,1,standard,NA,June 9
JN256,JE156,NA,NA,30,09:40:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,net not set due to poor weather and lack of fish,2015-06-07,J04,JS,N,Forward Bay,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,2,5-10,SW,NA,NA,NA,NA,NA,NA,0,standard,net not set due to poor weather and lack of fish,June 9
JN257,JE157,2,targeted,1,11:00:00,50.47923,-126.41485,30,200,3,3,10,4000,0,0,0,1,NA,NA,1,SEMSP,Yes,"Too many fish to say that there wer no other herring, coho, or pink. Definitely missed one herring that could not be found again in net.",2015-06-07,J08,JS,S,Naka Creek,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,2,5-10,SW,NA,NA,NA,NA,JSPK1043,11.8,2,standard,NA,June 9
JN258,JE158,NA,NA,20,13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,lack of fish,2015-06-07,J04,JS,N,Forward Bay,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,2,0.1-5,SW,NA,NA,NA,NA,NA,NA,0,standard,lack of fish,June 9
JN259,JE159,1,targeted,1,14:35:00,50.539,-126.7781,29,400,10,30,10,600,1,1,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-07,J09,JS,S,Blinkhorn Peninsula,"Sean Godwin, Mack Bartlett, Donnah MacKinnon",none,0,1,0.1-5,SW,NA,NA,NA,NA,JSPK1044,13.9,1,standard,NA,June 9
JN260,JE160,1,targeted,20,06:05:00,50.52411,-126.39107,30,300,2,2,10,300,1,1,2,3,NA,NA,1,SEMSP,Yes,"3 herring in the net, but only took 2 because one jumped out of  milk jug",2015-06-08,J04,JS,N,Forward Bay,"Sean Godwin, Mack Bartlett, Samantha Crowley",light,100,1,0.1-5,SW,NA,NA,NA,NA,JSPK1045,13.2,1,standard,NA,June 9
JN261,JE161,1,targeted,45,10:20:00,50.54418,-126.63202,30,200,1,1,10,200,0,0,2,3,NA,NA,1,SEMSP,Yes,"3 herring in net, only took 2, one jumped out of net; all sockeye from this site were labeled 20150508 instead of 20150608, mistake caught after fish dewar- made note on group labels about this for both bundles of 15 sockeye for this site",2015-06-08,J03,JS,N,Cracroft Point,"Lauren Portner, Chris Guinchard, Stephanie Peacock",none,100,1,0.1-5,NW,NA,NA,NA,NA,JSPK1046,8,1,standard,NA,June 9
JN262,JE162,1,targeted,30,13:34:00,50.57687,-126.72184,30,200,10,30,10,300,3,3,0,0,NA,NA,1,SEMSP,Yes,NA,2015-06-08,J01,JS,N,Hanson North,"Lauren Portner, Chris Guinchard, Stephanie Peacock",none,100,1,0.1-5,NW,NA,NA,NA,NA,JSPK1047,9.3,1,standard,NA,June 9
JN263,JE163,1,targeted,45,07:00:00,50.59537,-126.69062,30,200,0,0,10,200,7,7,2,2,NA,NA,1,SEMSP,Yes,NA,2015-06-09,J02,JS,N,Swanson Island,"Mack Bartlett, Chris Guinchard, Katie Chan",none,100,1,0.1-5,NW,NA,NA,NA,NA,JSPK1048,9.1,1,standard,NA,June 9
JN264,JE164,NA,NA,1,10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,net not set due to unfavourable conditions,2015-06-09,J10,JS,N,Hanson South,"Mack Bartlett, Chris Guinchard, Katie Chan",none,75,3,10-15,SW,NA,NA,NA,NA,NA,NA,0,standard,net not set due to unfavourable conditions,June 9
JN265,JE165,1,targeted,15,07:12:00,50.50008,-126.20937,30,500,10,20,10,500,0,0,3,5,NA,NA,1,SEMSP,Yes,"5 herring in net, only took 3, 2 escaped when releasing sockeye, pink & chum",2015-06-11,J05,JS,N,Stimpson Point,"Lauren Portner, Chris Guinchard, Katie Chan",none,75,2,0.1-5,NE,NA,NA,NA,NA,JSPK1049,12.1,1,standard,NA,June 9
JN266,JE166,1,targeted,1,11:45:00,50.45951,-126.16958,30,2000,4,50,10,4000,0,0,10,60,NA,NA,1,SEMSP,Yes,"saw 1 coho in net, never saw it again with all the other fish; difficult to sort through school to find other pinks",2015-06-11,J07,JS,S,South Mouth,"Lauren Portner, Chris Guinchard, Katie Chan",none,50,1,5-10,NW,NA,NA,NA,NA,JSPK1050,8.9,1,standard,NA,June 9
JN267,JE167,NA,NA,5,16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,No,"fish not at depth, poor weather",2015-06-11,J06,JS,N,Blenkinsop Bay,"Lauren Portner, Chris Guinchard, Katie Chan",none,50,4,15-20,NW,NA,NA,NA,NA,NA,NA,0,standard,"fish not at depth, poor weather",June 9
