semsp_id,ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status
2016-05-18-D25-SO-2,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-3,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-4,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-5,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-6,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-7,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-8,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-9,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-10,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-11,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-12,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-13,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-14,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-15,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-16,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-17,U2903,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-18,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-19,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-20,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-21,NA,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-SO-22,U2787,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-23,U2821,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-24,U2822,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-25,U2820,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-26,U2788,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-27,U2819,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-28,U2823,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-29,U2786,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-SO-30,U2818,DN370,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-18-D25-PI-1,NA,DN370,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-PI-2,NA,DN370,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-PI-3,NA,DN370,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-CU-1,NA,DN370,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-CU-2,NA,DN370,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-CU-3,NA,DN370,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-CU-4,NA,DN370,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-18-D25-CU-5,NA,DN370,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-SO-1,U4274,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-2,U2762,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-3,U2761,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-4,U2759,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-5,U2764,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-6,U2768,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-7,U2766,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-8,U4201,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-9,U4273,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-10,U2760,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-11,U4202,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-12,U4279,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-13,U2763,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-14,U2767,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-15,U2765,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-16,U4280,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-17,U4227,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-18,U4203,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-19,U4277,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-20,U4276,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-21,U4204,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-22,U4275,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-23,U4281,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-24,U4278,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-25,U4282,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-26,U4230,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-27,U4226,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-28,U4228,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-29,U4225,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-SO-30,U4229,DN374,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-1,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-2,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-3,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-4,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-5,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-6,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-7,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-8,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-9,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-10,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-11,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-12,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-13,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-14,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-15,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-16,U2504,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-17,U2809,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-18,U2505,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-19,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-20,U2507,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-21,U2506,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-22,U2806,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-23,U2810,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-24,U2811,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-25,U2808,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-26,U2807,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D24-SO-27,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-28,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-29,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-SO-30,NA,DN375,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-SO-1,U4667,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-2,U4670,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-3,U4681,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-4,U4669,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-5,U4682,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-6,U4666,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-7,U4683,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-8,U4567,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-9,U4569,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-10,U4570,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-11,U4568,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-12,U4684,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-13,U4668,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-14,U4685,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-15,U4686,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-16,U4663,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-17,U4665,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-18,U4632,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-19,U1967,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-20,U1968,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-21,U1965,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-22,U1970,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-23,U1963,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-24,U1966,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-25,U1981,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-26,U1969,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-27,U1952,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-28,U4566,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-29,U1964,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D07-SO-30,U4664,DN376,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-PI-1,NA,DN374,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-PI-2,NA,DN374,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-PI-3,NA,DN374,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-1,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-2,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-3,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-4,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-5,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-6,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-7,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-8,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-9,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-PI-10,NA,DN375,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-1,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-2,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-3,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-4,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-5,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-6,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-7,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-8,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-9,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-PI-10,NA,DN376,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CU-1,NA,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CU-2,NA,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CU-3,NA,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CU-4,NA,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CU-5,NA,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CU-6,U4084,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-19-D08-CU-7,NA,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CU-8,NA,DN374,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-1,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-2,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-3,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-4,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-5,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-6,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-7,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-8,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-9,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CU-10,NA,DN375,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-1,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-2,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-3,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-4,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-5,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-6,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-7,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-8,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-9,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D07-CU-10,NA,DN376,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D08-CO-1,NA,DN374,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-19-D24-CO-1,NA,DN375,CO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-1,U2610,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-2,U2719,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-3,U2713,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-4,U2716,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-5,U2714,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-6,U2611,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-7,U2712,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-8,U2718,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-9,U2715,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-10,U2717,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-20-J05-SO-11,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-12,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-13,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-14,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-15,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-16,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-17,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-18,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-19,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-20,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-21,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-22,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-23,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-24,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-25,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-26,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-27,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-28,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-29,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-SO-30,NA,JN331,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-PI-1,NA,JN331,PI,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-CU-1,NA,JN331,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-20-J05-CU-2,NA,JN331,CU,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-1,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-2,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-3,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-4,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-5,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-6,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-7,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-8,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-9,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-10,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-11,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-12,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-13,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-14,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-15,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-16,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-17,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-18,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-19,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-20,U2473,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-21,U2494,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-22,NA,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J06-SO-23,U2304,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-24,U2326,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-25,U2325,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-26,U2328,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-27,U2301,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-28,U2303,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-29,U2302,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J06-SO-30,U2327,JN333,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-1,U2436,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-2,U2431,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-3,U2439,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-4,U2430,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-5,U2433,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-6,U2262,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-7,U2435,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-8,U2432,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-9,U2437,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-10,U2160,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-11,U2438,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-12,NA,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,not dissected
2016-05-21-J07-SO-13,U2434,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-14,U2159,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
2016-05-21-J07-SO-15,U2261,JN334,SO,NA,NA,NA,NA,NA,NA,SEMSP,dissected
