ufn,sample_type,sample_id,container_id,container_cell,sample_location,comments_sample,sample_status,sample_qc_flag,sample_flag_reason,sample_qc_log
U1505,isotope,SIS1482,BISSO31,43,BISSO31-43,NA,collected,N,NA,NA
U1506,isotope,SIS1483,BISSO31,47,BISSO31-47,NA,collected,N,NA,NA
U1507,isotope,SIS1484,BISSO31,52,BISSO31-52,NA,collected,N,NA,NA
U1508,isotope,SIS1485,BISSO31,56,BISSO31-56,NA,collected,N,NA,NA
U1509,isotope,SIS1486,BISSO31,58,BISSO31-58,NA,collected,N,NA,NA
U1511,isotope,SIS1487,BISSO31,49,BISSO31-49,NA,collected,N,NA,NA
U1512,isotope,SIS1488,BISSO31,54,BISSO31-54,NA,collected,N,NA,NA
U1513,isotope,SIS1489,BISSO31,60,BISSO31-60,NA,collected,N,NA,NA
U1514,isotope,SIS1558,BISSO32,98,BISSO32-98,NA,collected,N,NA,NA
U1515,isotope,SIS1559,BISSO33,1,BISSO33-1,NA,collected,N,NA,NA
U1516,isotope,SIS1560,BISSO33,5,BISSO33-5,NA,collected,N,NA,NA
U1517,isotope,SIS1561,BISSO33,9,BISSO33-9,NA,collected,N,NA,NA
U1518,isotope,SIS1562,BISSO33,14,BISSO33-14,NA,collected,N,NA,NA
U1519,isotope,SIS1563,BISSO33,16,BISSO33-16,NA,collected,N,NA,NA
U1520,isotope,SIS1564,BISSO33,20,BISSO33-20,NA,collected,N,NA,NA
U1528,isotope,SIS1498,BISSO31,80,BISSO31-80,NA,collected,N,NA,NA
U1529,isotope,SIS1499,BISSO31,83,BISSO31-83,NA,collected,N,NA,NA
U1530,isotope,SIS1500,BISSO31,85,BISSO31-85,NA,collected,N,NA,NA
U1532,isotope,SIS1502,BISSO31,81,BISSO31-81,NA,collected,N,NA,NA
U1533,isotope,SIS1503,BISSO31,87,BISSO31-87,NA,collected,N,NA,NA
U1534,isotope,SIS1504,BISSO31,92,BISSO31-92,NA,collected,N,NA,NA
U1535,isotope,SIS1505,BISSO31,98,BISSO31-98,NA,collected,N,NA,NA
U1536,isotope,SIS1506,BISSO32,1,BISSO32-1,NA,collected,N,NA,NA
U1537,isotope,SIS1507,BISSO32,5,BISSO32-5,NA,collected,N,NA,NA
U1538,isotope,SIS1517,BISSO32,8,BISSO32-8,NA,collected,N,NA,NA
U1539,isotope,SIS1518,BISSO32,16,BISSO32-16,NA,collected,N,NA,NA
U1540,isotope,SIS1519,BISSO32,20,BISSO32-20,NA,collected,N,NA,NA
U1541,isotope,SIS1508,BISSO31,89,BISSO31-89,NA,collected,N,NA,NA
U1542,isotope,SIS1509,BISSO31,94,BISSO31-94,NA,collected,N,NA,NA
U1543,isotope,SIS1510,BISSO31,96,BISSO31-96,NA,collected,N,NA,NA
U1544,isotope,SIS1511,BISSO31,100,BISSO31-100,NA,collected,N,NA,NA
U1545,isotope,SIS1512,BISSO32,3,BISSO32-3,NA,collected,N,NA,NA
U1546,isotope,SIS1513,BISSO32,7,BISSO32-7,NA,collected,N,NA,NA
U1547,isotope,SIS1520,BISSO32,12,BISSO32-12,NA,collected,N,NA,NA
U1548,isotope,SIS1521,BISSO32,14,BISSO32-14,NA,collected,N,NA,NA
U1549,isotope,SIS1522,BISSO32,18,BISSO32-18,NA,collected,N,NA,NA
U1550,isotope,SIS1523,BISSO32,21,BISSO32-21,NA,collected,N,NA,NA
U1551,isotope,SIS1524,BISSO32,23,BISSO32-23,NA,collected,N,NA,NA
U1552,isotope,SIS1525,BISSO32,25,BISSO32-25,NA,collected,N,NA,NA
U1553,isotope,SIS1526,BISSO32,32,BISSO32-32,NA,collected,N,NA,NA
U1554,isotope,SIS1527,BISSO32,36,BISSO32-36,NA,collected,N,NA,NA
U1555,isotope,SIS1528,BISSO32,38,BISSO32-38,NA,collected,N,NA,NA
U1557,isotope,SIS1530,BISSO32,56,BISSO32-56,NA,collected,N,NA,NA
U1558,isotope,SIS1531,BISSO32,60,BISSO32-60,NA,collected,N,NA,NA
U1559,isotope,SIS1579,BISSO33,47,BISSO33-47,NA,collected,N,NA,NA
U1560,isotope,SIS1580,BISSO33,52,BISSO33-52,NA,collected,N,NA,NA
U1561,isotope,SIS1532,BISSO32,27,BISSO32-27,NA,collected,N,NA,NA
U1562,isotope,SIS1533,BISSO32,29,BISSO32-29,NA,collected,N,NA,NA
U1563,isotope,SIS1534,BISSO32,34,BISSO32-34,NA,collected,N,NA,NA
U1564,isotope,SIS1535,BISSO32,40,BISSO32-40,NA,collected,N,NA,NA
U1565,isotope,SIS1536,BISSO32,45,BISSO32-45,NA,collected,N,NA,NA
U1566,isotope,SIS1537,BISSO32,47,BISSO32-47,NA,collected,N,NA,NA
U1567,isotope,SIS1538,BISSO32,54,BISSO32-54,NA,collected,N,NA,NA
U1568,isotope,SIS1539,BISSO32,58,BISSO32-58,NA,collected,N,NA,NA
U1569,isotope,SIS1540,BISSO32,61,BISSO32-61,NA,collected,N,NA,NA
U1570,isotope,SIS1541,BISSO32,70,BISSO32-70,NA,collected,N,NA,NA
U1571,isotope,SIS1542,BISSO32,65,BISSO32-65,NA,collected,N,NA,NA
U1572,isotope,SIS1543,BISSO32,67,BISSO32-67,NA,collected,N,NA,NA
U1573,isotope,SIS1544,BISSO32,69,BISSO32-69,NA,collected,N,NA,NA
U1574,isotope,SIS1545,BISSO32,72,BISSO32-72,NA,collected,N,NA,NA
U1575,isotope,SIS1546,BISSO32,74,BISSO32-74,NA,collected,N,NA,NA
U1576,isotope,SIS1547,BISSO32,76,BISSO32-76,NA,collected,N,NA,NA
U1577,isotope,SIS1548,BISSO32,78,BISSO32-78,NA,collected,N,NA,NA
U1578,isotope,SIS1549,BISSO32,80,BISSO32-80,NA,collected,N,NA,NA
U1579,isotope,SIS1550,BISSO32,81,BISSO32-81,NA,collected,N,NA,NA
U1580,isotope,SIS1551,BISSO32,83,BISSO32-83,NA,collected,N,NA,NA
U1581,isotope,SIS1552,BISSO32,85,BISSO32-85,NA,collected,N,NA,NA
U1582,isotope,SIS1553,BISSO32,87,BISSO32-87,NA,collected,N,NA,NA
U1583,isotope,SIS1554,BISSO32,90,BISSO32-90,NA,collected,N,NA,NA
U1584,isotope,SIS1555,BISSO32,92,BISSO32-92,NA,collected,N,NA,NA
U1585,isotope,SIS1556,BISSO32,94,BISSO32-94,NA,collected,N,NA,NA
U1586,isotope,SIS1557,BISSO32,96,BISSO32-96,NA,collected,N,NA,NA
U1587,isotope,SIS1565,BISSO32,100,BISSO32-100,NA,collected,N,NA,NA
U1588,isotope,SIS1566,BISSO33,3,BISSO33-3,NA,collected,N,NA,NA
U1589,isotope,SIS1567,BISSO33,7,BISSO33-7,NA,collected,N,NA,NA
U1590,isotope,SIS1568,BISSO33,12,BISSO33-12,NA,collected,N,NA,NA
U1591,isotope,SIS1569,BISSO33,23,BISSO33-23,NA,collected,N,NA,NA
U1592,isotope,SIS1570,BISSO33,27,BISSO33-27,NA,collected,N,NA,NA
U1593,isotope,SIS1571,BISSO33,32,BISSO33-32,NA,collected,N,NA,NA
U1594,isotope,SIS1581,BISSO33,40,BISSO33-40,NA,collected,N,NA,NA
U1595,isotope,SIS1582,BISSO33,43,BISSO33-43,NA,collected,N,NA,NA
U1596,isotope,SIS1583,BISSO33,49,BISSO33-49,NA,collected,N,NA,NA
U1597,isotope,SIS1584,BISSO33,54,BISSO33-54,NA,collected,N,NA,NA
U1598,isotope,SIS1585,BISSO33,58,BISSO33-58,NA,collected,N,NA,NA
U1599,isotope,SIS1586,BISSO33,65,BISSO33-65,NA,collected,N,NA,NA
U1600,isotope,SIS1587,BISSO33,72,BISSO33-72,NA,collected,N,NA,NA
U1601,isotope,SIS1572,BISSO33,18,BISSO33-18,NA,collected,N,NA,NA
U1602,isotope,SIS1573,BISSO33,21,BISSO33-21,NA,collected,N,NA,NA
U1603,isotope,SIS1574,BISSO33,25,BISSO33-25,NA,collected,N,NA,NA
U1604,isotope,SIS1575,BISSO33,29,BISSO33-29,NA,collected,N,NA,NA
U1605,isotope,SIS1576,BISSO33,34,BISSO33-34,NA,collected,N,NA,NA
U1606,isotope,SIS1577,BISSO33,36,BISSO33-36,NA,collected,N,NA,NA
U1607,isotope,SIS1578,BISSO33,38,BISSO33-38,NA,collected,N,NA,NA
U1608,isotope,SIS1588,BISSO33,41,BISSO33-41,NA,collected,N,NA,NA
U1609,isotope,SIS1589,BISSO33,45,BISSO33-45,NA,collected,N,NA,NA
U1610,isotope,SIS1590,BISSO33,56,BISSO33-56,NA,collected,N,NA,NA
U1611,isotope,SIS1591,BISSO33,60,BISSO33-60,NA,collected,N,NA,NA
U1612,isotope,SIS1592,BISSO33,63,BISSO33-63,NA,collected,N,NA,NA
U1613,isotope,SIS1593,BISSO33,69,BISSO33-69,NA,collected,N,NA,NA
U1614,isotope,SIS1594,BISSO33,78,BISSO33-78,NA,collected,N,NA,NA
U1621,isotope,SIS1595,BISSO33,61,BISSO33-61,NA,collected,N,NA,NA
U1622,isotope,SIS1596,BISSO33,67,BISSO33-67,NA,collected,N,NA,NA
U1623,isotope,SIS1597,BISSO33,74,BISSO33-74,NA,collected,N,NA,NA
U1624,isotope,SIS1598,BISSO33,80,BISSO33-80,NA,collected,N,NA,NA
U1625,isotope,SIS1599,BISSO33,81,BISSO33-81,NA,collected,N,NA,NA
U1626,isotope,SIS1600,BISSO33,87,BISSO33-87,NA,collected,N,NA,NA
U1627,isotope,SIS1601,BISSO33,89,BISSO33-89,NA,collected,N,NA,NA
U1628,isotope,SIS1602,BISSO33,94,BISSO33-94,NA,collected,N,NA,NA
U1629,isotope,SIS1603,BISSO33,98,BISSO33-98,NA,collected,N,NA,NA
U1630,isotope,SIS1604,BISSO33,100,BISSO33-100,NA,collected,N,NA,NA
U1631,isotope,SIS1605,BISSO33,76,BISSO33-76,NA,collected,N,NA,NA
U1632,isotope,SIS1606,BISSO33,83,BISSO33-83,NA,collected,N,NA,NA
U1633,isotope,SIS1607,BISSO33,85,BISSO33-85,NA,collected,N,NA,NA
U1634,isotope,SIS1608,BISSO33,92,BISSO33-92,NA,collected,N,NA,NA
U1635,isotope,SIS1609,BISSO33,96,BISSO33-96,NA,collected,N,NA,NA
U1636,isotope,SIS1613,BISSO34,7,BISSO34-7,NA,collected,N,NA,NA
U1637,isotope,SIS1614,BISSO34,14,BISSO34-14,NA,collected,N,NA,NA
U1638,isotope,SIS1615,BISSO34,21,BISSO34-21,NA,collected,N,NA,NA
U1639,isotope,SIS1616,BISSO34,27,BISSO34-27,NA,collected,N,NA,NA
U1640,isotope,SIS1617,BISSO34,40,BISSO34-40,NA,collected,N,NA,NA
U1641,isotope,SIS1618,BISSO34,1,BISSO34-1,NA,collected,N,NA,NA
U1642,isotope,SIS1619,BISSO34,5,BISSO34-5,NA,collected,N,NA,NA
U1643,isotope,SIS1620,BISSO34,12,BISSO34-12,NA,collected,N,NA,NA
U1644,isotope,SIS1621,BISSO34,16,BISSO34-16,NA,collected,N,NA,NA
U1645,isotope,SIS1622,BISSO34,20,BISSO34-20,NA,collected,N,NA,NA
U1646,isotope,SIS1623,BISSO34,23,BISSO34-23,NA,collected,N,NA,NA
U1647,isotope,SIS1624,BISSO34,29,BISSO34-29,NA,collected,N,NA,NA
U1648,isotope,SIS1625,BISSO34,34,BISSO34-34,NA,collected,N,NA,NA
U1649,isotope,SIS1626,BISSO34,36,BISSO34-36,NA,collected,N,NA,NA
U1651,isotope,SIS1627,BISSO34,25,BISSO34-25,NA,collected,N,NA,NA
U1652,isotope,SIS1628,BISSO34,32,BISSO34-32,NA,collected,N,NA,NA
U1653,isotope,SIS1629,BISSO34,38,BISSO34-38,NA,collected,N,NA,NA
U1654,isotope,SIS1630,BISSO34,43,BISSO34-43,NA,collected,N,NA,NA
U1655,isotope,SIS1631,BISSO34,44,BISSO34-44,NA,collected,N,NA,NA
U1656,isotope,SIS1632,BISSO34,48,BISSO34-48,NA,collected,N,NA,NA
U1657,isotope,SIS1633,BISSO34,51,BISSO34-51,NA,collected,N,NA,NA
U1658,isotope,SIS1634,BISSO34,54,BISSO34-54,NA,collected,N,NA,NA
U1659,isotope,SIS1635,BISSO34,56,BISSO34-56,NA,collected,N,NA,NA
U1660,isotope,SIS1636,BISSO34,60,BISSO34-60,NA,collected,N,NA,NA
U1661,isotope,SIS1637,BISSO34,42,BISSO34-42,NA,collected,N,NA,NA
U1662,isotope,SIS1638,BISSO34,46,BISSO34-46,NA,collected,N,NA,NA
U1663,isotope,SIS1639,BISSO34,49,BISSO34-49,NA,collected,N,NA,NA
U1664,isotope,SIS1640,BISSO34,52,BISSO34-52,NA,collected,N,NA,NA
U1665,isotope,SIS1641,BISSO34,55,BISSO34-55,NA,collected,N,NA,NA
U1666,isotope,SIS1642,BISSO34,58,BISSO34-58,NA,collected,N,NA,NA
U1667,isotope,SIS1643,BISSO34,61,BISSO34-61,NA,collected,N,NA,NA
U1668,isotope,SIS1652,BISSO34,63,BISSO34-63,NA,collected,N,NA,NA
U1669,isotope,SIS1653,BISSO34,64,BISSO34-64,NA,collected,N,NA,NA
U1670,isotope,SIS1655,BISSO34,66,BISSO34-66,NA,collected,N,NA,NA
U1671,isotope,SIS1644,BISSO34,41,BISSO34-41,NA,collected,N,NA,NA
U1672,isotope,SIS1645,BISSO34,45,BISSO34-45,NA,collected,N,NA,NA
U1673,isotope,SIS1646,BISSO34,47,BISSO34-47,NA,collected,N,NA,NA
U1674,isotope,SIS1647,BISSO34,50,BISSO34-50,NA,collected,N,NA,NA
U1675,isotope,SIS1648,BISSO34,53,BISSO34-53,NA,collected,N,NA,NA
U1676,isotope,SIS1649,BISSO34,57,BISSO34-57,NA,collected,N,NA,NA
U1677,isotope,SIS1650,BISSO34,59,BISSO34-59,NA,collected,N,NA,NA
U1678,isotope,SIS1651,BISSO34,62,BISSO34-62,NA,collected,N,NA,NA
U1679,isotope,SIS1826,BISSO37,1,BISSO37-1,NA,collected,N,NA,NA
U1680,isotope,SIS1827,BISSO37,2,BISSO37-2,NA,collected,N,NA,NA
U1681,isotope,SIS1828,BISSO37,3,BISSO37-3,NA,collected,N,NA,NA
U1682,isotope,SIS1829,BISSO37,4,BISSO37-4,NA,collected,N,NA,NA
U1683,isotope,SIS1830,BISSO37,5,BISSO37-5,NA,collected,N,NA,NA
U1684,isotope,SIS1831,BISSO37,6,BISSO37-6,NA,collected,N,NA,NA
U1685,isotope,SIS1832,BISSO37,7,BISSO37-7,NA,collected,N,NA,NA
U1686,isotope,SIS1833,BISSO37,8,BISSO37-8,NA,collected,N,NA,NA
U1687,isotope,SIS1834,BISSO37,9,BISSO37-9,NA,collected,N,NA,NA
U1688,isotope,SIS1835,BISSO37,10,BISSO37-10,NA,collected,N,NA,NA
U1689,isotope,SIS1848,BISSO37,11,BISSO37-11,NA,collected,N,NA,NA
U1690,isotope,SIS1849,BISSO37,12,BISSO37-12,NA,collected,N,NA,NA
U1691,isotope,SIS1654,BISSO34,65,BISSO34-65,NA,collected,N,NA,NA
U1692,isotope,SIS1656,BISSO34,67,BISSO34-67,NA,collected,N,NA,NA
U1693,isotope,SIS1657,BISSO34,69,BISSO34-69,NA,collected,N,NA,NA
U1694,isotope,SIS1669,BISSO34,80,BISSO34-80,NA,collected,N,NA,NA
U1695,isotope,SIS1670,BISSO34,82,BISSO34-82,NA,collected,N,NA,NA
U1696,isotope,SIS1671,BISSO34,85,BISSO34-85,NA,collected,N,NA,NA
U1697,isotope,SIS1672,BISSO34,86,BISSO34-86,NA,collected,N,NA,NA
U1698,isotope,SIS1673,BISSO34,88,BISSO34-88,NA,collected,N,NA,NA
U1699,isotope,SIS1674,BISSO34,90,BISSO34-90,NA,collected,N,NA,NA
U1700,isotope,SIS1675,BISSO34,92,BISSO34-92,NA,collected,N,NA,NA
U1701,isotope,SIS1658,BISSO34,68,BISSO34-68,NA,collected,N,NA,NA
U1702,isotope,SIS1659,BISSO34,70,BISSO34-70,NA,collected,N,NA,NA
U1703,isotope,SIS1660,BISSO34,71,BISSO34-71,NA,collected,N,NA,NA
U1704,isotope,SIS1661,BISSO34,72,BISSO34-72,NA,collected,N,NA,NA
U1705,isotope,SIS1662,BISSO34,73,BISSO34-73,NA,collected,N,NA,NA
U1706,isotope,SIS1663,BISSO34,74,BISSO34-74,NA,collected,N,NA,NA
U1707,isotope,SIS1664,BISSO34,75,BISSO34-75,NA,collected,N,NA,NA
U1708,isotope,SIS1665,BISSO34,76,BISSO34-76,NA,collected,N,NA,NA
U1709,isotope,SIS1666,BISSO34,77,BISSO34-77,NA,collected,N,NA,NA
U1710,isotope,SIS1667,BISSO34,78,BISSO34-78,NA,collected,N,NA,NA
U1711,isotope,SIS1668,BISSO34,79,BISSO34-79,NA,collected,N,NA,NA
U1712,isotope,SIS1676,BISSO34,81,BISSO34-81,NA,collected,N,NA,NA
U1713,isotope,SIS1677,BISSO34,83,BISSO34-83,NA,collected,N,NA,NA
U1714,isotope,SIS1678,BISSO34,84,BISSO34-84,NA,collected,N,NA,NA
U1715,isotope,SIS1679,BISSO34,87,BISSO34-87,NA,collected,N,NA,NA
U1716,isotope,SIS1680,BISSO34,89,BISSO34-89,NA,collected,N,NA,NA
U1717,isotope,SIS1681,BISSO34,91,BISSO34-91,NA,collected,N,NA,NA
U1718,isotope,SIS1686,BISSO34,93,BISSO34-93,NA,collected,N,NA,NA
U1719,isotope,SIS1687,BISSO34,95,BISSO34-95,NA,collected,N,NA,NA
U1720,isotope,SIS1688,BISSO34,97,BISSO34-97,NA,collected,N,NA,NA
U1721,isotope,SIS5104,BISSO52,77,BISSO52-77,NA,collected,N,NA,NA
U1722,isotope,SIS5105,BISSO52,85,BISSO52-85,NA,collected,N,NA,NA
U1723,isotope,SIS5106,BISSO52,69,BISSO52-69,NA,collected,N,NA,NA
U1724,isotope,SIS5107,BISSO52,67,BISSO52-67,NA,collected,N,NA,NA
U1725,isotope,SIS5108,BISSO52,75,BISSO52-75,NA,collected,N,NA,NA
U1726,isotope,SIS5109,BISSO52,89,BISSO52-89,NA,collected,N,NA,NA
U1727,isotope,SIS5110,BISSO52,79,BISSO52-79,NA,collected,N,NA,NA
U1728,isotope,SIS5111,BISSO52,72,BISSO52-72,NA,collected,N,NA,NA
U1729,isotope,SIS5112,BISSO52,87,BISSO52-87,NA,collected,N,NA,NA
U1730,isotope,SIS5113,BISSO52,82,BISSO52-82,NA,collected,N,NA,NA
U1731,isotope,SIS1710,BISSO35,2,BISSO35-2,NA,collected,N,NA,NA
U1732,isotope,SIS1711,BISSO35,4,BISSO35-4,NA,collected,N,NA,NA
U1733,isotope,SIS1712,BISSO35,5,BISSO35-5,NA,collected,N,NA,NA
U1734,isotope,SIS1713,BISSO35,7,BISSO35-7,NA,collected,N,NA,NA
U1735,isotope,SIS1714,BISSO35,9,BISSO35-9,NA,collected,N,NA,NA
U1736,isotope,SIS1715,BISSO35,11,BISSO35-11,NA,collected,N,NA,NA
U1737,isotope,SIS1716,BISSO35,12,BISSO35-12,NA,collected,N,NA,NA
U1738,isotope,SIS1733,BISSO35,14,BISSO35-14,NA,collected,N,NA,NA
U1739,isotope,SIS1734,BISSO35,16,BISSO35-16,NA,collected,N,NA,NA
U1740,isotope,SIS1735,BISSO35,18,BISSO35-18,NA,collected,N,NA,NA
U1741,isotope,SIS1695,BISSO34,94,BISSO34-94,NA,collected,N,NA,NA
U1742,isotope,SIS1696,BISSO34,96,BISSO34-96,NA,collected,N,NA,NA
U1743,isotope,SIS1697,BISSO34,98,BISSO34-98,Fish fell on floor,collected,N,NA,NA
U1744,isotope,SIS1698,BISSO34,99,BISSO34-99,NA,collected,N,NA,NA
U1745,isotope,SIS1699,BISSO34,100,BISSO34-100,NA,collected,N,NA,NA
U1746,isotope,SIS1717,BISSO35,1,BISSO35-1,NA,collected,N,NA,NA
U1747,isotope,SIS1718,BISSO35,3,BISSO35-3,NA,collected,N,NA,NA
U1748,isotope,SIS1719,BISSO35,6,BISSO35-6,NA,collected,N,NA,NA
U1749,isotope,SIS1720,BISSO35,8,BISSO35-8,NA,collected,N,NA,NA
U1750,isotope,SIS1721,BISSO35,10,BISSO35-10,NA,collected,N,NA,NA
U1751,isotope,SIS5114,BISSO52,86,BISSO52-86,NA,collected,N,NA,NA
U1752,isotope,SIS5115,BISSO52,81,BISSO52-81,NA,collected,N,NA,NA
U1753,isotope,SIS5116,BISSO52,83,BISSO52-83,NA,collected,N,NA,NA
U1754,isotope,SIS5117,BISSO52,84,BISSO52-84,NA,collected,N,NA,NA
U1755,isotope,SIS5118,BISSO52,71,BISSO52-71,NA,collected,N,NA,NA
U1756,isotope,SIS5119,BISSO52,73,BISSO52-73,NA,collected,N,NA,NA
U1757,isotope,SIS5120,BISSO52,76,BISSO52-76,NA,collected,N,NA,NA
U1758,isotope,SIS5121,BISSO52,78,BISSO52-78,NA,collected,N,NA,NA
U1759,isotope,SIS5122,BISSO52,74,BISSO52-74,NA,collected,N,NA,NA
U1760,isotope,SIS5123,BISSO52,68,BISSO52-68,NA,collected,N,NA,NA
U1771,isotope,SIS1736,BISSO35,21,BISSO35-21,NA,collected,N,NA,NA
U1772,isotope,SIS1737,BISSO35,23,BISSO35-23,NA,collected,N,NA,NA
U1773,isotope,SIS1738,BISSO35,24,BISSO35-24,NA,collected,N,NA,NA
U1774,isotope,SIS1739,BISSO35,25,BISSO35-25,NA,collected,N,NA,NA
U1775,isotope,SIS1745,BISSO35,26,BISSO35-26,NA,collected,N,NA,NA
U1776,isotope,SIS1746,BISSO35,27,BISSO35-27,NA,collected,N,NA,NA
U1777,isotope,SIS1747,BISSO35,28,BISSO35-28,NA,collected,N,NA,NA
U1778,isotope,SIS1748,BISSO35,30,BISSO35-30,NA,collected,N,NA,NA
U1779,isotope,SIS1749,BISSO35,32,BISSO35-32,NA,collected,N,NA,NA
U1780,isotope,SIS1750,BISSO35,34,BISSO35-34,NA,collected,N,NA,NA
U1781,isotope,SIS1732,BISSO35,13,BISSO35-13,NA,collected,N,NA,NA
U1782,isotope,SIS1740,BISSO35,15,BISSO35-15,NA,collected,N,NA,NA
U1783,isotope,SIS1741,BISSO35,17,BISSO35-17,NA,collected,N,NA,NA
U1784,isotope,SIS1742,BISSO35,19,BISSO35-19,NA,collected,N,NA,NA
U1785,isotope,SIS1743,BISSO35,20,BISSO35-20,NA,collected,N,NA,NA
U1786,isotope,SIS1744,BISSO35,22,BISSO35-22,NA,collected,N,NA,NA
U1787,isotope,SIS1751,BISSO35,29,BISSO35-29,NA,collected,N,NA,NA
U1788,isotope,SIS1752,BISSO35,31,BISSO35-31,NA,collected,N,NA,NA
U1789,isotope,SIS1753,BISSO35,33,BISSO35-33,NA,collected,N,NA,NA
U1790,isotope,SIS1762,BISSO35,35,BISSO35-35,NA,collected,N,NA,NA
U1791,isotope,SIS5124,BISSO52,63,BISSO52-63,NA,collected,N,NA,NA
U1792,isotope,SIS5125,BISSO52,57,BISSO52-57,NA,collected,N,NA,NA
U1793,isotope,SIS5126,BISSO52,62,BISSO52-62,NA,collected,N,NA,NA
U1794,isotope,SIS5127,BISSO52,56,BISSO52-56,NA,collected,N,NA,NA
U1795,isotope,SIS5128,BISSO52,61,BISSO52-61,NA,collected,N,NA,NA
U1796,isotope,SIS5129,BISSO52,65,BISSO52-65,NA,collected,N,NA,NA
U1797,isotope,SIS5130,BISSO52,58,BISSO52-58,NA,collected,N,NA,NA
U1798,isotope,SIS5131,BISSO52,59,BISSO52-59,NA,collected,N,NA,NA
U1799,isotope,SIS5132,BISSO52,64,BISSO52-64,NA,collected,N,NA,NA
U1800,isotope,SIS5133,BISSO52,66,BISSO52-66,NA,collected,N,NA,NA
U1801,isotope,SIS1763,BISSO35,40,BISSO35-40,NA,collected,N,NA,NA
U1802,isotope,SIS1764,BISSO35,42,BISSO35-42,NA,collected,N,NA,NA
U1803,isotope,SIS1765,BISSO35,43,BISSO35-43,NA,collected,N,NA,NA
U1804,isotope,SIS1766,BISSO35,44,BISSO35-44,NA,collected,N,NA,NA
U1805,isotope,SIS1767,BISSO35,45,BISSO35-45,NA,collected,N,NA,NA
U1806,isotope,SIS1768,BISSO35,46,BISSO35-46,NA,collected,N,NA,NA
U1807,isotope,SIS1769,BISSO35,47,BISSO35-47,NA,collected,N,NA,NA
U1808,isotope,SIS1770,BISSO35,48,BISSO35-48,NA,collected,N,NA,NA
U1809,isotope,SIS1776,BISSO35,50,BISSO35-50,NA,collected,N,NA,NA
U1810,isotope,SIS1777,BISSO35,52,BISSO35-52,NA,collected,N,NA,NA
U1811,isotope,SIS1771,BISSO35,36,BISSO35-36,NA,collected,N,NA,NA
U1812,isotope,SIS1772,BISSO35,37,BISSO35-37,NA,collected,N,NA,NA
U1813,isotope,SIS1773,BISSO35,38,BISSO35-38,NA,collected,N,NA,NA
U1814,isotope,SIS1774,BISSO35,39,BISSO35-39,NA,collected,N,NA,NA
U1815,isotope,SIS1775,BISSO35,41,BISSO35-41,NA,collected,N,NA,NA
U1816,isotope,SIS1778,BISSO35,49,BISSO35-49,NA,collected,N,NA,NA
U1817,isotope,SIS1779,BISSO35,51,BISSO35-51,NA,collected,N,NA,NA
U1818,isotope,SIS1780,BISSO35,54,BISSO35-54,NA,collected,N,NA,NA
U1819,isotope,SIS1781,BISSO35,56,BISSO35-56,NA,collected,N,NA,NA
U1820,isotope,SIS1782,BISSO35,58,BISSO35-58,NA,collected,N,NA,NA
U1821,isotope,SIS1783,BISSO35,53,BISSO35-53,NA,collected,N,NA,NA
U1822,isotope,SIS1784,BISSO35,55,BISSO35-55,NA,collected,N,NA,NA
U1823,isotope,SIS1785,BISSO35,57,BISSO35-57,NA,collected,N,NA,NA
U1824,isotope,SIS1786,BISSO35,59,BISSO35-59,NA,collected,N,NA,NA
U1825,isotope,SIS1787,BISSO35,61,BISSO35-61,NA,collected,N,NA,NA
U1826,isotope,SIS1789,BISSO35,62,BISSO35-62,NA,collected,N,NA,NA
U1827,isotope,SIS1790,BISSO35,64,BISSO35-64,NA,collected,N,NA,NA
U1828,isotope,SIS1791,BISSO35,66,BISSO35-66,NA,collected,N,NA,NA
U1829,isotope,SIS1792,BISSO35,68,BISSO35-68,NA,collected,N,NA,NA
U1830,isotope,SIS1793,BISSO35,70,BISSO35-70,NA,collected,N,NA,NA
U1831,isotope,SIS1788,BISSO35,60,BISSO35-60,NA,collected,N,NA,NA
U1832,isotope,SIS1794,BISSO35,63,BISSO35-63,NA,collected,N,NA,NA
U1833,isotope,SIS1795,BISSO35,65,BISSO35-65,NA,collected,N,NA,NA
U1834,isotope,SIS1796,BISSO35,67,BISSO35-67,Fish fell on floor,collected,N,NA,NA
U1835,isotope,SIS1797,BISSO35,69,BISSO35-69,NA,collected,N,NA,NA
U1836,isotope,SIS1798,BISSO35,72,BISSO35-72,NA,collected,N,NA,NA
U1837,isotope,SIS1799,BISSO35,74,BISSO35-74,NA,collected,N,NA,NA
U1840,isotope,SIS1802,BISSO36,3,BISSO36-3,NA,collected,N,NA,NA
U1841,isotope,SIS1803,BISSO35,71,BISSO35-71,NA,collected,N,NA,NA
U1842,isotope,SIS1804,BISSO35,73,BISSO35-73,NA,collected,N,NA,NA
U1843,isotope,SIS1805,BISSO35,75,BISSO35-75,NA,collected,N,NA,NA
U1846,isotope,SIS1808,BISSO35,78,BISSO35-78,NA,collected,N,NA,NA
U1847,isotope,SIS1811,BISSO35,79,BISSO35-79,NA,collected,N,NA,NA
U1848,isotope,SIS1812,BISSO35,80,BISSO35-80,NA,collected,N,NA,NA
U1849,isotope,SIS1813,BISSO35,81,BISSO35-81,NA,collected,N,NA,NA
U1850,isotope,SIS1814,BISSO35,82,BISSO35-82,NA,collected,N,NA,NA
U1851,isotope,SIS1809,BISSO36,4,BISSO36-4,NA,collected,N,NA,NA
