package_id,seine_id,pkg_species,number_of_fish,field_liced_status,pkg_time_out,pkg_time_dewar,pkg_location,freezer_type,freezer_number,freezer_shelf,freezer_section,pkg_comments
DP4,DN1,PI,4,Y,11:42:00,12:35:00,Quadra Prep Lab,-80,3,2,L,NA
DP5,DN1,CU,4,Y,11:44:00,12:35:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP9,DN3,SO,10,Y,09:24:00,10:18:00,Quadra Prep Lab,-80,3,4,R,NA
DP10,DN3,SO,10,N,10:23:00,10:43:00,Quadra Prep Lab,-80,3,4,R,NA
DP11,DN3,SO,10,N,10:45:00,11:04:00,Quadra Prep Lab,-80,3,4,R,NA
DP12,DN3,PI,2,N,11:02:00,11:30:00,Quadra Prep Lab,-80,3,2,L,NA
DP13,DN3,CU,10,N,11:02:00,11:28:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP14,DN3,CO,4,N,11:02:00,11:31:00,Quadra Prep Lab,-80,3,2,M,NA
DP17,DN5,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP18,DN5,SO,10,N,12:10:00,12:31:00,Quadra Prep Lab,-80,3,4,R,NA
DP19,DN5,SO,10,N,12:26:00,12:50:00,Quadra Prep Lab,-80,3,4,R,NA
DP22,DN5,CO,5,N,11:36:00,12:55:00,Quadra Prep Lab,-80,3,2,M,NA
DP23,DN5,HE,1,N,12:43:00,12:56:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP25,DN7,SO,8,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP28,DN7,PI,1,N,12:57:00,13:06:00,Quadra Prep Lab,-80,3,2,L,NA
DP29,DN7,CU,10,N,12:46:00,13:01:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP31,DN7,HE,1,N,12:55:00,13:05:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP36,DN9,PI,3,N,12:23:00,12:46:00,Quadra Prep Lab,-80,3,2,L,NA
DP37,DN9,CU,10,N,12:23:00,12:50:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP38,DN9,CO,4,N,12:18:00,12:45:00,Quadra Prep Lab,-80,3,2,M,NA
DP41,DN11,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP42,DN11,SO,1,N,10:58:00,11:09:00,Quadra Prep Lab,-80,3,4,R,NA
DP45,DN11,CU,10,N,11:00:00,11:19:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP47,DN11,HE,1,N,11:06:00,11:20:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP49,DN13,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP50,DN13,SO,10,N,12:19:00,12:38:00,Quadra Prep Lab,-80,3,4,R,NA
DP51,DN13,SO,10,N,12:36:00,12:54:00,Quadra Prep Lab,-80,3,4,R,NA
DP52,DN13,PI,10,N,13:10:00,13:24:00,Quadra Prep Lab,-80,3,2,L,Time out of water for pink estimated
DP53,DN13,CU,10,N,12:50:00,13:05:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP55,DN13,HE,3,N,13:06:00,13:24:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP57,DN15,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP58,DN15,SO,10,N,08:50:00,09:05:00,Quadra Prep Lab,-80,3,4,R,NA
DP59,DN15,SO,10,N,09:06:00,09:18:00,Quadra Prep Lab,-80,3,4,R,NA
DP60,DN15,PI,5,N,09:23:00,09:52:00,Quadra Prep Lab,-80,3,2,L,NA
DP61,DN15,CU,10,N,09:20:00,09:37:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP63,DN15,HE,3,N,09:30:00,09:52:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP65,DN17,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP66,DN17,SO,10,N,10:57:00,11:14:00,Quadra Prep Lab,-80,3,4,R,NA
DP67,DN17,SO,10,N,11:11:00,11:28:00,Quadra Prep Lab,-80,3,4,R,NA
DP69,DN17,CU,10,N,11:25:00,11:40:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP71,DN17,HE,1,N,11:31:00,11:43:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP73,DN19,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP74,DN19,SO,10,N,10:07:00,10:26:00,Quadra Prep Lab,-80,3,4,R,NA
DP75,DN19,SO,2,N,10:22:00,10:33:00,Quadra Prep Lab,-80,3,4,R,NA
DP76,DN19,PI,2,N,10:35:00,10:53:00,Quadra Prep Lab,-80,3,2,L,NA
DP77,DN19,CU,10,N,10:33:00,10:47:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP79,DN19,HE,2,N,10:42:00,10:55:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP80,DN20,SO,8,Y,12:41:00,13:13:00,Quadra Prep Lab,-80,3,4,R,NA
DP81,DN21,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP85,DN21,CU,10,N,08:22:00,08:41:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP87,DN21,HE,1,N,08:28:00,08:41:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP89,DN23,SO,3,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP92,DN23,PI,8,N,12:18:00,12:52:00,Quadra Prep Lab,-80,3,2,L,U10911 in dewar 12:24. U10912-U10913 in dewar 12:30. U10914 in dewar 12:36. U10915 in dewar 12:52
DP93,DN23,CU,10,N,11:53:00,12:03:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP95,DN23,HE,2,N,13:00:00,13:18:00,Quadra Prep Lab,-80,3,2,R-M,U10941 in dewar 13:09. U10942 in dewar 13:18
DP97,DN25,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP98,DN25,SO,10,N,10:07:00,10:26:00,Quadra Prep Lab,-80,3,4,R,NA
DP99,DN25,SO,10,N,10:17:00,10:36:00,Quadra Prep Lab,-80,3,4,R,NA
DP101,DN25,CU,10,N,10:32:00,10:58:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP103,DN25,HE,3,N,10:42:00,10:58:00,Quadra Prep Lab,-80,3,2,R-M,NA
DP105,DN27,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP106,DN27,SO,10,N,09:22:00,09:43:00,Quadra Prep Lab,-80,3,4,R,NA
DP107,DN27,SO,10,N,09:40:00,09:58:00,Quadra Prep Lab,-80,3,4,R,NA
DP109,DN27,CU,10,N,09:49:00,10:07:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP113,DN29,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
DP117,DN29,CU,10,N,08:23:00,08:37:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP125,DN31,CU,10,Y,08:19:00,08:40:00,Quadra Prep Lab,-80,3,2,L-M,NA
DP129,DN33,SO,2,Y,NA,NA,Quadra Prep Lab,-20,1,NA,NA,NA
DP132,DN33,PI,1,N,09:02:00,09:07:00,Quadra Prep Lab,-80,3,2,L,NA
DP133,DN33,CU,10,Y,NA,NA,Quadra Prep Lab,-80,3,2,L-M,NA
DP141,DN35,CU,10,Y,NA,NA,Quadra Prep Lab,-80,3,2,L-M,NA
DP500,DN9,CK,1,N,12:29:00,12:48:00,Quadra Prep Lab,-80,3,2,R,NA
DP501,DN25,CK,2,N,10:39:00,10:58:00,Quadra Prep Lab,-80,3,2,R,NA
DP502,DN23,CK,1,N,12:02:00,12:14:00,Quadra Prep Lab,-80,3,2,R,NA
DP503,NA,CU,10,N,NA,NA,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
JP1,JN1,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
JP2,JN1,SO,10,N,09:35:00,09:58:00,Quadra Prep Lab,-80,3,4,R,Sockeye out of dewar for longer periods due to first day of sampling. Will get quicker from here on.
JP3,JN1,SO,3,N,09:55:00,10:26:00,Quadra Prep Lab,-80,3,4,R,Sockeye out of dewar for longer periods due to first day of sampling. Will get quicker from here on.
JP5,JN1,CU,10,N,08:52:00,10:23:00,Quadra Prep Lab,-80,3,2,L-M,First chum was taken out before the rest (Hence the long time out of dewar).
JP6,JN1,CO,8,N,09:55:00,10:26:00,Quadra Prep Lab,-80,3,2,M,NA
JP16,JN4,SO,7,N,15:37:00,15:56:00,Quadra Prep Lab,-80,3,4,R,Licing set done at secondary site. Second set labels for survey JE305 used. Cut short dew to sudden change in weather. Trial incomplete.
JP17,JN5,SO,10,Y,07:45:00,NA,Quadra Prep Lab,-80,3,4,R,NA
JP18,JN5,SO,10,N,08:16:00,08:41:00,Quadra Prep Lab,-80,3,4,R,NA
JP19,JN5,SO,10,N,08:35:00,08:52:00,Quadra Prep Lab,-80,3,4,R,NA
JP21,JN5,CU,10,N,08:50:00,09:03:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP22,JN5,CO,10,N,08:57:00,09:14:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP25,JN7,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,"11 fish in this package, one chinook (UFN14037) foil labelled CH. Included in this package because no fish package labels for chinook."
JP26,JN7,SO,10,N,07:21:00,07:49:00,Quadra Prep Lab,-80,3,4,R,NA
JP27,JN7,SO,10,N,07:30:00,07:55:00,Quadra Prep Lab,-80,3,4,R,NA
JP29,JN7,CU,10,N,07:56:00,08:11:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP30,JN7,CO,10,N,08:07:00,08:35:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP31,JN7,HE,10,N,08:25:00,08:48:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP33,JN9,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
JP34,JN9,SO,10,N,10:42:00,11:04:00,Quadra Prep Lab,-80,3,4,R,Samples may have been compromised because they were sitting at -65C for ~4 hours (accidentally forgotten in Freezer 1 during while it was defrosting on 2017-12-08
JP35,JN9,SO,10,N,10:58:00,11:16:00,Quadra Prep Lab,-80,3,4,R,NA
JP36,JN9,PI,1,N,11:43:00,11:49:00,Quadra Prep Lab,-80,3,2,L,NA
JP37,JN9,CU,10,N,11:12:00,11:32:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP38,JN9,CO,5,N,11:26:00,11:41:00,Quadra Prep Lab,-80,3,2,M,NA
JP39,JN9,HE,10,N,11:37:00,11:57:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP41,JN11,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
JP42,JN11,SO,10,N,07:59:00,08:30:00,Quadra Prep Lab,-80,3,4,R,NA
JP43,JN11,SO,10,N,08:11:00,08:48:00,Quadra Prep Lab,-80,3,4,R,NA
JP45,JN11,CU,10,N,08:35:00,08:58:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP47,JN11,HE,2,N,08:50:00,09:07:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP49,JN13,SO,10,Y,NA,NA,Quadra Prep Lab,-80,UNKNOWN,UNKNOWN,UNKNOWN,NA
JP50,JN13,SO,10,N,08:18:00,08:39:00,Quadra Prep Lab,-80,UNKNOWN,UNKNOWN,UNKNOWN,NA
JP51,JN13,SO,6,N,08:32:00,08:56:00,Quadra Prep Lab,-80,3,4,R,NA
JP52,JN13,PI,3,N,09:10:00,09:22:00,Quadra Prep Lab,-80,3,2,L,NA
JP53,JN13,CU,10,N,08:52:00,09:10:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP54,JN13,CO,2,N,09:10:00,09:24:00,Quadra Prep Lab,-80,3,2,M,NA
JP55,JN13,HE,1,N,09:19:00,09:25:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP56,JN14,SO,4,N,11:45:00,11:56:00,Quadra Prep Lab,-80,3,4,R,NA
JP57,JN15,SO,10,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
JP58,JN15,SO,10,N,11:28:00,11:53:00,Quadra Prep Lab,-80,3,4,R,NA
JP59,JN15,SO,10,N,11:41:00,12:02:00,Quadra Prep Lab,-80,3,4,R,NA
JP60,JN15,PI,10,N,12:08:00,12:27:00,Quadra Prep Lab,-80,3,2,L,NA
JP61,JN15,CU,10,N,11:55:00,12:11:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP62,JN15,CO,4,N,12:27:00,12:40:00,Quadra Prep Lab,-80,3,2,M,NA
JP63,JN15,HE,4,N,12:34:00,12:49:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP68,JN17,PI,6,N,07:26:00,08:03:00,Quadra Prep Lab,-80,3,2,L,NA
JP69,JN17,CU,10,N,07:13:00,07:27:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP71,JN17,HE,10,N,07:27:00,07:53:00,Quadra Prep Lab,-80,3,2,R-M,NA
JP81,JN21,SO,1,Y,NA,NA,Quadra Prep Lab,-80,3,4,R,NA
JP84,JN21,PI,10,N,07:11:00,07:35:00,Quadra Prep Lab,-80,3,2,L,NA
JP85,JN21,CU,10,N,07:10:00,07:34:00,Quadra Prep Lab,-80,3,2,L-M,NA
JP86,JN21,CO,2,N,07:32:00,07:53:00,Quadra Prep Lab,-80,3,2,M,NA
JP87,JN21,HE,2,N,07:54:00,08:07:00,Quadra Prep Lab,-80,3,2,R-M,NA
MP1,DN27,CU,3,N,NA,NA,Quadra Prep Lab,-80,NA,NA,NA,NA
MP2,NA,SO,2,N,NA,NA,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP4,DN19,SO,1,N,NA,NA,Quadra Prep Lab,-80,NA,NA,NA,NA
DP217,JN234,SO,5,N,NA,NA,UBC EOAS,-20,B1019,Box 1,NA,NA
DP241,DN61,SO,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP243,DN61,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP246,DN62,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP247,DN63,SO,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP249,DN63,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP250,DN64,SO,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP252,DN64,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP253,DN65,SO,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP255,DN65,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP265,DN69,SO,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP267,DN69,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP268,DN70,SO,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP270,DN70,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP271,DN71,SO,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP273,DN71,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP279,DN73,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP282,DN74,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP285,DN75,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP288,DN76,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP291,DN77,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP294,DN78,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP297,DN79,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP300,DN80,CU,10,N,NA,NA,UBC EOAS,NA,NA,NA,NA,Sam's 24-hr diet study (collected by DFO)
DP354,DN97,SO,7,N,05:00:00,05:17:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. U15318-U15320 euthanized at 05:40 & in dewar at 06:00. U15321-U15322 euthanized at 06:30 & in dewar at 06:50. Fish batch euthanized in MS-222 bucket and motile sea lice fell off.
DP355,DN97,PI,7,N,06:30:00,06:51:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. Fish batch euthanized in MS-222 bucket and motile sea lice fell off.
DP356,DN97,CU,10,N,04:57:00,05:17:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. Fish batch euthanized in MS-222 bucket and motile sea lice fell off.
DP357,DN98,SO,10,N,07:35:00,07:46:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish.
DP358,DN98,PI,10,N,07:50:00,08:18:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. U15361-U15364 euthanized at 08:10. U15365 euthaized at 08:15. Fish batch euthanized in MS-222 bucket and motile sea lice fell off.
DP359,DN98,CU,10,N,07:38:00,07:55:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish.
DP360,DN99,SO,10,N,10:55:00,11:06:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. U15387-U15385 euthanized at 11:52 & in dewar at 12:03. Fish batch euthanized in MS-222 bucket and motile sea lice fell off.
DP361,DN99,PI,2,N,11:14:00,11:18:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. Fish batch euthanized in MS-222 bucket and motile sea lice fell off.
DP362,DN99,CU,10,N,10:58:00,11:16:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. Fish batch euthanized in MS-222 bucket and motile sea lice fell off.
DP363,DN100,SO,10,N,14:03:00,14:26:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish. U15436-U15441 euthaniozed at 14:03. U15442-U15445 euthanized at 14:19
DP364,DN100,PI,1,N,14:37:00,14:51:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish.
DP365,DN100,CU,10,N,14:25:00,14:40:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish.
DP366,DN101,SO,9,N,13:35:00,13:55:00,UBC EOAS,NA,NA,NA,NA,U15436-U15444. SJ 24hr Fish
DP367,DN101,PI,5,N,13:55:00,14:12:00,UBC EOAS,NA,NA,NA,NA,"U15446-U154450. SJ 24hr fish. time.out and time.dewar entered are for U15446 and U15447. U15448-U15449 had time.out: 14:20, time.dewar: 14:26. U15450 had time.out: 14:28, time.dewar: 14:31."
DP368,DN101,CU,10,N,13:55:00,14:09:00,UBC EOAS,NA,NA,NA,NA,SJ 24hr fish
DP369,DN102,SO,10,N,16:37:00,16:46:00,UBC EOAS,NA,NA,NA,NA,"SJ 24hr fish. First 6 fish caught in first set, second set caught 4 sockeye. time.out=17:25, time.dewar=17:32."
DP370,DN102,PI,3,N,16:48:00,16:52:00,UBC EOAS,NA,NA,NA,NA,SJ 24hr fish.
DP371,DN102,CU,10,N,16:50:00,17:01:00,UBC EOAS,NA,NA,NA,NA,SJ 24hr fish.
DP372,DN103,SO,4,N,19:37:00,19:40:00,UBC EOAS,NA,NA,NA,NA,"SJ 24 hr fish. U15497-U15499 out at 21:10, dewar at 21:22"
DP373,DN103,PI,10,N,20:00:00,20:04:00,UBC EOAS,NA,NA,NA,NA,"SJ 24 hr fish. U15510-U15515 time.out = 20:55, time.dewar = 21:08"
DP374,DN103,CU,10,N,19:42:00,19:54:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish
DP375,DN104,SO,5,N,22:43:00,22:52:00,UBC EOAS,NA,NA,NA,NA,SJ 24 hr fish
